movie_title,year,tagline,plot,cast,duration,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,avg_vote,total_votes,us_voters_votes,votes,votes_1,votes_2,votes_3,votes_4,votes_5,votes_6,votes_7,votes_8,votes_9,votes_10,popularity,director_score,actor_score,actress_score,tagline_sentiment,plot_sentiment,total_score,profitable,budget,revenue,budget_adj,revenue_adj
American Beauty,1999,Look closer.,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Peter Gallagher, Allison Janney, Chris Cooper, Scott Bakula, Sam Robards, Barry Del Sherman, Ara Celi, John Cho, Fort Atkinson, Sue Casey",122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,1049009.0,182112.0,1049009.0,12603.0,5306.0,6555.0,10565.0,21336.0,50133.0,139714.0,280938.0,286660.0,235199.0,3.556,8.0,6.325,6.283,0.0,0.0258,8.225,1,15000000,356296601,19635792,466411079
American Dreamz,2006,Imagine a country where more people vote for a pop idol than they do for their next President.,"The new season of ""American Dreamz,"" the wildly popular television singing contest, has captured the country's attention, as the competition looks to be between a young Midwestern gal (Moore) and a showtunes-loving young man from Orange County (Golzari). Recently awakened President Staton (Quaid) even wants in on the craze, as he signs up for the potential explosive season finale.","Hugh Grant, Dennis Quaid, Mandy Moore, Willem Dafoe, Chris Klein, Jennifer Coolidge, Sam Golzari, Marcia Gay Harden, Seth Meyers, John Cho, Judy Greer, Bernard White, Winter Jones, Noureen DeWulf, Shohreh Aghdashloo",107,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,24087.0,5962.0,24087.0,1357.0,953.0,1528.0,2624.0,4690.0,5262.0,3873.0,1919.0,762.0,1119.0,0.794,6.112,6.178,6.117,0.0,0.296,5.6,0,17000000,7314027,18388375,7911357
American Gigolo,1980,His business is pleasure!,"A Los Angeles male escort, who mostly caters to an older female clientèle, is accused of a murder which he did not commit.","Richard Gere, Lauren Hutton, Hector Elizondo, Nina van Pallandt, Bill Duke, Brian Davies, K Callan, Tom Stewart, Patricia Carr, David Cryer, Carole Cook, Carol Bruce, Frances Bergen, Macdonald Carey, William Dozier",117,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,21067.0,4545.0,21067.0,307.0,279.0,540.0,1223.0,3060.0,5870.0,4797.0,2478.0,1088.0,1425.0,0.284,6.086,6.208,6.612,0.6114,-0.8311,6.25,1,4800000,22743674,12700976,60180597
American History X,1998,Some Legacies Must End.,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,"Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien, Ethan Suplee, Fairuza Balk, Avery Brooks, Elliott Gould, Stacy Keach, William Russ, Guy Torry, Joe Cortese, Jason Bose Smith, Antonio David Lyons, Alex Sol",119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,1014218.0,154423.0,1014218.0,6165.0,2218.0,2861.0,5080.0,10884.0,30900.0,112726.0,287928.0,331832.0,223624.0,1.333,8.1,6.743,7.542,0.0,-0.4588,8.625,1,20000000,23875127,26753909,31937649
American Outlaws,2001,Sometimes the wrong side of the law is the right place to be.,5 Southern friends return home when the war ends 1865. But Yankee soldiers and Pinkerton are busy helping a railroad baron grab land from farmers along the planned railroad west. The 5 friends fight back.,"Colin Farrell, Scott Caan, Ali Larter, Gabriel Macht, Gregory Smith, Harris Yulin, Kathy Bates, Timothy Dalton, Will McCormack, Ronny Cox, Terry O'Quinn, Nathaniel Arcand, Ty O'Neal, Joe Stevens, Barry Tubb",94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,13782.0,4115.0,13782.0,476.0,345.0,560.0,951.0,1979.0,3332.0,2874.0,1518.0,611.0,1136.0,0.329,5.64,6.006,5.52,-0.4767,0.2263,6.025,0,35000000,13678913,43102084,16845418
American Pie,1999,There's nothing like your first piece.,Four teenage boys enter a pact to lose their virginity by prom night.,"Jason Biggs, Jennifer Coolidge, Shannon Elizabeth, Alyson Hannigan, Chris Klein, Clyde Kusatsu, Eugene Levy, Natasha Lyonne, Thomas Ian Nicholas, Chris Owen, Lawrence Pressman, Tara Reid, Seann William Scott, Mena Suvari, Eddie Kaye Thomas",95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,370091.0,66747.0,370091.0,6899.0,4228.0,6261.0,10730.0,23450.0,54755.0,113615.0,81896.0,33728.0,34529.0,1.826,6.206,6.397,5.48,-0.2755,-0.4019,7.025,1,11000000,235483004,14399581,308259696
American Pie 2,2001,This Summer It's All About Sticking Together.,"Jim and his friends are now in college, and they decide to meet up at the beach house for some fun.","Jason Biggs, Shannon Elizabeth, Alyson Hannigan, Chris Klein, Thomas Ian Nicholas, Natasha Lyonne, Tara Reid, Seann William Scott, Mena Suvari, Eddie Kaye Thomas, Chris Owen, Eugene Levy, Molly Cheek, Denise Faye, Lisa Arturo",108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,236374.0,39308.0,236374.0,4154.0,3343.0,5484.0,11219.0,27149.0,59616.0,63429.0,32779.0,12735.0,16466.0,2.117,5.367,6.194,5.883,0.0,0.7506,6.575,1,30000000,287553595,36944643,354118835
American Reunion,2012,Save the best piece for last.,"Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.","Jason Biggs, Alyson Hannigan, Chris Klein, Thomas Ian Nicholas, Tara Reid, Seann William Scott, Mena Suvari, Eddie Kaye Thomas, John Cho, Jennifer Coolidge, Eugene Levy, Natasha Lyonne, Dania Ramirez, Katrina Bowden, Jay Harrington",113,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,200052.0,24052.0,200052.0,2934.0,1889.0,3394.0,7196.0,17758.0,40615.0,58922.0,34441.0,13688.0,19215.0,1.98,6.65,6.329,6.55,0.8126,0.802,6.8,1,50000000,234989584,47487214,223180013
Anaconda,1997,When You Can't Breathe You Can't Scream.,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who forces them along on his quest to capture the world's largest - and deadliest - snake.","Jennifer Lopez, Ice Cube, Jon Voight, Eric Stoltz, Jonathan Hyde, Owen Wilson, Kari Wuhrer, Vincent Castellanos, Danny Trejo, Frank Welker",89,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,93995.0,18711.0,93995.0,5707.0,6946.0,10906.0,16482.0,20323.0,16426.0,9188.0,3663.0,1228.0,3126.0,1.232,5.5,6.431,5.646,0.3089,-0.4019,4.875,1,45000000,136885767,61130714,185953883
Anastasia,1997,Discover the Adventure Behind the Greatest Mystery of Our Time.,"The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death.","Meg Ryan, John Cusack, Kelsey Grammer, Christopher Lloyd, Hank Azaria, Bernadette Peters, Kirsten Dunst, Angela Lansbury, Rick Jones, Andrea Martin, Glenn Walker Harris Jr., Debra Mooney, Arthur Malet, Charity James, Liz Callaway",94,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,109297.0,21846.0,109297.0,867.0,594.0,1193.0,2728.0,7252.0,17504.0,29023.0,21633.0,11342.0,17161.0,1.93,6.92,6.344,6.274,0.7579,-0.4019,7.175,1,53000000,139804348,71998397,189918659
Anchorman 2: The Legend Continues,2013,It's kind of a big deal,"With the 1970s behind them, San Diego's top-rated newsman, Ron Burgundy, returns to take New York City's first twenty-four-hour news channel by storm.","Will Ferrell, Steve Carell, Paul Rudd, David Koechner, Christina Applegate, Dylan Baker, Meagan Good, Judah Nelson, James Marsden, Greg Kinnear, Josh Lawson, Kristen Wiig, Fred Willard, Chris Parnell, Harrison Ford",119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,165737.0,32609.0,165737.0,4483.0,3324.0,5085.0,9887.0,20988.0,39721.0,42443.0,22338.0,8201.0,9267.0,1.108,6.943,6.429,5.992,0.0,0.0,6.2,1,50000000,173649015,46801667,162541269
Anchorman: The Legend of Ron Burgundy,2004,They bring you the news so you don't have to get it yourself.,"Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.","Will Ferrell, Christina Applegate, Paul Rudd, Steve Carell, David Koechner, Fred Willard, Chris Parnell, Kathryn Hahn, Fred Armisen, Seth Rogen, Paul F. Tompkins, Danny Trejo, Scot Robinson, Ian Roberts, Darcy Donavan",94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,324712.0,81121.0,324712.0,5174.0,3493.0,5145.0,9008.0,18897.0,43147.0,82504.0,76753.0,39789.0,40802.0,1.527,6.943,6.429,5.992,0.0,0.631,7.25,1,26000000,90574188,30015580,104562954
Angel Eyes,1997,"The deeper you look, the more you will find.","A troubled teenager wants no one coming between her and her stepfather--which, unknown to him, is why she murdered her mother. Now ""dad"" has a new girlfriend, who has no idea how much trouble she will soon be in.","Monique Gabrielle, John Phillip Law, Raven, Erik Estrada, John Coleman, Hoke Howell, Richard Harrison, Suzanne Ager, Martin Nicholas, Robert Quarry, Sazzy Lee Calhoun, Paula Revee, Fred Olen Ray, Gail Carradine, Morgan Connelly",84,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,4.9,11194.0,2540.5,11194.0,440.0,321.0,571.5,1095.5,2210.0,2631.5,1850.5,952.5,420.5,701.0,0.613,5.183,5.483,4.682,0.0,-0.926,5.3,0,53000000,29700000,65268870,36575197
Anger Management,2003,Feel the Love.,"Dave Buznik is a businessman who is wrongly sentenced to an anger management program, where he meets an aggressive instructor.","Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán, Allen Covert, Lynne Thigpen, Kurt Fuller, Jonathan Loughran, Krista Allen, January Jones, Woody Harrelson, John Turturro, Kevin Nealon, Conrad Goode, Gina Gallego",106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,200456.0,40350.0,200456.0,2935.0,2909.0,5356.0,11480.0,27452.0,55620.0,53477.0,24412.0,7810.0,9005.0,1.412,6.311,6.408,6.512,0.6369,-0.6597,6.15,1,75000000,195745823,88901448,232027829
Annabelle,2014,"Before the Conjuring, there was Annabelle.",A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,"Annabelle Wallis, Ward Horton, Tony Amendola, Alfre Woodard, Kerry O'Malley, Brian Howe, Eric Ladin, Ivar Brogger, Geoff Wehner, Gabriel Bateman, Shiloh Nelson, Sasha Sheldon, Camden Singer, Robin Pearson Rose, Keira Daniels",99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4,137122.0,15529.0,137122.0,5226.0,4824.0,8723.0,15839.0,28813.0,33184.0,20644.0,9409.0,3609.0,6851.0,1.018,4.533,5.4,5.914,0.0,-0.5719,5.6,1,6500000,255273813,5987091,235130424
Annapolis,2006,"50,000 Apply. 1,200 Are Accepted. Only The Best Survive","Set against the backdrop of boxing at the Naval Academy, centers on a young man from the wrong side of the tracks whose dream of attending Annapolis becomes a reality.","James Franco, Macka Foley, Jim Parrack, Donnie Wahlberg, Brian Goodman, Billy Finnigan, Jordana Brewster, Katie Hein, Jimmy Lin, Charles Napier, Heather Henderson, Vicellous Shannon, Roger Fan, McCaleb Burnett, Wilmer Calderon",108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.9,20132.0,6660.0,20132.0,984.0,484.0,863.0,1570.0,3297.0,4670.0,3783.0,1929.0,757.0,1795.0,0.209,6.45,5.86,5.875,0.743,-0.2732,5.925,0,26000000,17496992,28123398,18925956
Annie,1998,It's a Hard Knock Life,A young orphan girl's adventures in finding a family that will take her.,"Albert Finney, Carol Burnett, Ann Reinking, Tim Curry, Bernadette Peters, Aileen Quinn, Geoffrey Holder, Roger Minami, Toni Ann Gisondi, Rosanne Sorrentino, Lara Berk, April Lerman, Robin Ignico, Lucie Stewart, Edward Herrmann",126,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95,36215.5,9592.5,36215.5,2252.0,1006.0,1421.5,2306.0,4442.0,6752.0,6527.0,4281.0,2131.5,5096.5,1.588,5.917,6.516,6.345,-0.1027,0.34,6.125,1,65000000,133821816,57617679,84065006
Another Earth,2011,Unknown,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.","Brit Marling, Matthew-Lee Erlbach, DJ Flava, William Mapother, Meggan Lennon, AJ Diana, Bruce Colbert, Paul Mezey, Ana Valle, Jeffrey Goldenberg, Joseph A. Bove, Jordan Baker, Flint Beverage, Robin Lord Taylor, Rupert Reid",92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,89685.0,12371.0,89685.0,1541.0,1075.0,1534.0,2801.0,6127.0,14176.0,26265.0,20407.0,9138.0,6621.0,0.78,7.0,6.608,6.75,0.0,-0.0258,7.0,1,100000,1776935,96939,1722557
Another Happy Day,2011,"At this wedding, the F-word stands for Family",A wedding at her parents' Annapolis estate hurls high-strung Lynn into the center of touchy family dynamics.,"Ellen Barkin, Ezra Miller, Ellen Burstyn, Demi Moore, Thomas Haden Church, Kate Bosworth, George Kennedy, Jeffrey DeMunn, Daniel Yelsky, Siobhan Fallon Hogan, Diana Scarwid, Eamon O'Rourke, Lola Kirke, David Hirsch, Michael Nardelli",119,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,3952.0,996.0,3952.0,173.0,127.0,132.0,283.0,510.0,729.0,792.0,523.0,283.0,400.0,0.43,6.1,6.56,6.421,0.0,0.2732,6.425,0,4000000,355688,3877592,344803
Ant-Man,2015,Heroes Don't Get Any Bigger,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.","Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll, Bobby Cannavale, Anthony Mackie, Judy Greer, Abby Ryder Fortson, Michael Peña, David Dastmalchian, T.I., Wood Harris, Hayley Atwell, John Slattery, Martin Donovan",117,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,553758.0,64234.0,553758.0,4471.0,2238.0,3696.0,7886.0,23168.0,72253.0,179940.0,162213.0,55686.0,42207.0,5.573,6.367,6.403,7.3,0.5106,0.9766,7.275,1,130000000,518602163,119599947,477113780
Antz,1998,Every ant has his day.,A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.,"Woody Allen, Dan Aykroyd, Anne Bancroft, Jane Curtin, Danny Glover, Gene Hackman, Jennifer Lopez, John Mahoney, Paul Mazursky, Grant Shaud, Sylvester Stallone, Sharon Stone, Christopher Walken, Jim Cummings, Jerry Sroka",83,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,144455.0,27929.0,144455.0,1366.0,1291.0,2429.0,5758.0,15230.0,37071.0,46537.0,22022.0,6793.0,5958.0,1.807,6.7,6.871,5.669,0.0,0.7506,6.625,1,60000000,171757863,80261728,229759715
Any Given Sunday,1999,Play or be Played.,A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.,"Al Pacino, Cameron Diaz, Dennis Quaid, James Woods, Jamie Foxx, LL Cool J, Matthew Modine, Jim Brown, Lawrence Taylor, Bill Bellamy, Andrew Bryniarski, Lela Rochon, Lauren Holly, Ann-Margret, Aaron Eckhart",162,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.9,110692.0,27410.0,110692.0,1726.0,1172.0,1887.0,3732.0,8749.0,20431.0,33936.0,23188.0,8885.0,6986.0,0.322,6.812,6.564,6.196,0.5859,-0.3612,6.875,1,55000000,100230832,71997906,131207455
Aquamarine,2006,A Fish-Out-Of-Water Comedy.,Two teenage girls discover a mermaid in their beach club's swimming pool.,"Emma Roberts, JoJo, Sara Paxton, Jake McDorman, Arielle Kebbel, Claudia Karvan, Bruce Spence, Tammin Sursok, Roy Billing, Julia Blake, Shaun Micallef, Lulu McClatchy, Natasha Leigh, Dichen Lachman, Lincoln Lewis",110,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,37299.0,8027.0,37299.0,2053.0,1501.0,2423.0,4145.0,6842.0,6646.0,4664.0,2798.0,1320.0,4907.0,0.515,5.9,5.0,5.795,0.3612,0.0,5.65,1,12000000,23006849,12980029,24885798
Armageddon,1998,Earth. It Was Fun While It Lasted.,"After discovering that an asteroid the size of Texas is going to impact Earth in less than a month, NASA recruits a misfit team of deep-core drillers to save the planet.","Bruce Willis, Billy Bob Thornton, Ben Affleck, Liv Tyler, Will Patton, Steve Buscemi, William Fichtner, Owen Wilson, Michael Clarke Duncan, Peter Stormare, Ken Hudson Campbell, Jessica Steen, Keith David, Chris Ellis, Jason Isaacs",151,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.7,389810.0,72743.0,389810.0,10410.0,7417.0,10846.0,18329.0,36420.0,73035.0,100009.0,67912.0,30360.0,35072.0,2.993,6.645,6.374,6.508,0.5106,0.4939,6.75,1,140000000,553799566,187277365,740815170
Armed and Dangerous,1986,Undercover. Overdressed. And keeping you safe from the scum of the earth,A fired cop and useless lawyer sign up as security guards and find they've joined a corrupt union.,"John Candy, Eugene Levy, Robert Loggia, Kenneth McMillan, Meg Ryan, Brion James, Jonathan Banks, Don Stroud, Larry Hankin, Steve Railsback, Robert Burgos, Tony Burton, Robert Gray, Larry Flash Jenkins, Stacy Keach Sr.",88,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,10493.0,4270.0,10493.0,192.0,280.0,575.0,1197.0,2380.0,2626.0,1645.0,727.0,277.0,594.0,0.204,6.1,6.163,6.274,0.4404,-0.6124,5.825,1,12000000,15945534,23872876,31722147
Arthur,1996,Meet the world's only loveable billionaire.,"Arthur spends his time with booze and whores. His dad has a wife lined up for him that he keeps rejecting - until it's her or being cut off from $750,000,000. Then he goes shopping where he falls in love with a shoplifter.","Dudley Moore, Liza Minnelli, John Gielgud, Geraldine Fitzgerald, Jill Eikenberry, Stephen Elliott, Ted Ross, Barney Martin, Thomas Barbour, Anne De Salvo, Marjorie Barnes, Dillon Evans, Maurice Copeland, Justine Johnston, Paul Vincent",97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.3,37893.0,10163.5,37893.0,1327.0,897.0,1409.0,2682.0,5209.0,8298.5,8213.5,4817.5,2096.0,2943.5,0.661,6.3,5.671,6.37,0.0,-0.5994,6.412,1,40000000,45735397,27781628,136635566
"As Above, So Below",2014,The only way out is down.,"When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.","Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil, Marion Lambert, Ali Marhyar, Cosme Castro, Hamid Djavadan, Théo Cholbi, Emy Lévy, Roger Van Hool, Olivia Csiky Trnka, Hellyette Bess, Aryan Rahimian, Samuel Aouizerate",93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2,73993.0,11581.0,73993.0,1539.0,1430.0,2603.0,4915.0,9537.0,17113.0,18009.0,10269.0,3821.0,4757.0,1.14,6.167,5.9,6.2,0.0,-0.7964,6.2,1,5000000,40100000,4605455,36935751
As Good as It Gets,1997,A comedy from the heart that goes for the throat.,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.","Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight, Yeardley Smith, Lupe Ontiveros, Jill the Dog, Timer the Dog, Billy the Dog, Bibi Osterwald, Ross Bleckner, Bernadette Balagtas, Jaffe Cohen",139,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.7,270079.0,54146.0,270079.0,1704.0,1142.0,1679.0,3154.0,8242.0,22825.0,62799.0,89673.0,46448.0,32413.0,0.855,6.82,6.381,6.487,0.3612,-0.128,7.775,1,50000000,314178011,67923016,426798361
Assassination of a High School President,2008,"Politics, popularity, paranoia, pharmaceuticals. Are you in?","At a Catholic high school, a sophomore newspaper reporter investigates a case of stolen SAT exams. He thinks he's nailed the suspect and managed to get the popular girl when he realises a larger conspiracy is afoot.","Mischa Barton, Reece Thompson, Bruce Willis, Michael Rapaport, Kathryn Morris, Melonie Diaz, Josh Pais, Luke Grimes, Patrick Taylor, Aaron Himelstein, Joe Perrino, John Magaro, Robin Lord Taylor, Vincent Piazza, Zoë Kravitz",93,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,15374.0,3185.0,15374.0,390.0,284.0,510.0,928.0,1917.0,3591.0,3917.0,2061.0,738.0,1038.0,0.346,6.2,6.12,5.32,0.2732,-0.7184,6.525,0,11500000,69564,11647046,70453
Assault on Precinct 13,1976,Unite and fight.,"An unlikely partnership between a Highway Patrol Officer, two criminals and a station secretary is formed to defend a defunct Los Angeles precinct office against a siege by a bloodthirsty street gang.","Austin Stoker, Darwin Joston, Laurie Zimmer, Martin West, Tony Burton, Charles Cyphers, Nancy Kyes, Peter Bruni, John J. Fox, Marc Ross, Alan Koss, Henry Brandon, Kim Richards, Frank Doubleday, Gilbert De la Pena",91,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.4,42718.0,9169.0,42718.0,292.0,201.0,374.0,820.0,1949.0,5478.0,12432.0,11883.0,5003.0,4286.0,0.719,6.82,7.4,7.4,-0.3818,-0.5719,7.3,1,30000000,35294470,17035826,19704254
Atlantis: The Lost Empire,2001,Atlantis is waiting...,A young adventurer named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,"Corey Burton, Claudia Christian, Michael J. Fox, James Garner, John Mahoney, Phil Morris, Leonard Nimoy, Don Novello, Jacqueline Obradors, Florence Stanley, David Ogden Stiers, Natalie Strom, Cree Summer, Jim Varney, Jim Cummings",95,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,101439.0,18862.0,101439.0,848.0,594.0,1117.0,2995.0,8302.0,20329.0,31628.0,19243.0,7578.0,8805.0,2.217,7.725,6.431,6.6,0.0,-0.0258,6.925,1,120000000,186053725,147778574,229122951
August Rush,2007,An incredible journey moving at the speed of sound,An orphaned musical prodigy uses his gift to try to find his birth parents.,"Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Terrence Howard, Robin Williams, William Sadler, Marian Seldes, Mykelti Williamson, Leon Thomas III, Aaron Staton, Alex O'Loughlin, Jamia Simone Nash, Ronald Guttman, Bonnie McKee, Michael Drayer",114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,102363.0,20199.0,102363.0,1425.0,938.0,1381.0,2314.0,4520.0,9842.0,20343.0,25612.0,15712.0,20276.0,1.146,7.5,6.572,6.475,0.0,0.4404,7.625,1,25000000,66122026,26291714,69538457
Austin Powers in Goldmember,2002,He's still evil... He's still deadly... and he's still surrounded by frickin' idiots!,"Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil.","Mike Myers, Beyoncé, Seth Green, Michael York, Robert Wagner, Mindy Sterling, Verne Troyer, Michael Caine, Fred Savage, Diane Mizota, Carrie Ann Inaba, Nobu Matsuhisa, Aaron Himelstein, Josh Zuckerman, Eddie Adams",94,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,192760.0,46947.0,192760.0,4511.0,3447.0,6070.0,11510.0,25769.0,50522.0,48132.0,24046.0,8396.0,10357.0,1.159,6.575,6.242,6.167,0.0,-0.9001,6.175,1,63000000,296633907,76372467,359597833
Austin Powers: International Man of Mystery,1997,"If he were any cooler, he'd still be frozen, baby!","A 1960s secret agent is brought out of cryofreeze to oppose his greatest enemy in the 1990s, where his social attitudes are glaringly out of place.","Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers, Robert Wagner, Seth Green, Fabiana Udenio, Mindy Sterling, Paul Dillon, Charles Napier, Will Ferrell, Joann Richter, Anastasia Sakelaris, Afifi Alaouie, Monet Mazur",94,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,217740.0,55695.0,217740.0,3500.0,2240.0,3097.0,5580.0,13122.0,33214.0,71444.0,50273.0,19000.0,16270.0,1.616,6.575,6.492,6.092,0.0,0.1779,7.075,1,16500000,67683989,22414595,91946013
