movie_title,year,tagline,plot,cast,duration,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,avg_vote,total_votes,us_voters_votes,votes,votes_1,votes_2,votes_3,votes_4,votes_5,votes_6,votes_7,votes_8,votes_9,votes_10,popularity,director_score,actor_score,actress_score,tagline_sentiment,plot_sentiment,total_score,profitable,budget,revenue,budget_adj,revenue_adj
Austin Powers: The Spy Who Shagged Me,1999,"I'm back, baby!","Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"".","Mike Myers, Heather Graham, Michael York, Robert Wagner, Rob Lowe, Seth Green, Mindy Sterling, Verne Troyer, Elizabeth Hurley, Gia Carides, Oliver Muirhead, George Cheung, Jeffrey Meng, Muse Watson, Scott Cooper",95,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,213536.0,54986.0,213536.0,4421.0,3163.0,4488.0,8078.0,19403.0,45617.0,65860.0,36744.0,13394.0,12368.0,1.561,6.575,6.451,5.758,0.0,-0.8225,6.775,1,33000000,310940086,43198743,407037004
Auto Focus,2002,A day without sex is a day wasted.,The life of TV star,"Greg Kinnear, Willem Dafoe, Rita Wilson, Maria Bello, Ron Leibman, Bruce Solomon, Michael E. Rodgers, Kurt Fuller, Christopher Neiman, Lyle Kanouse, DonnaMarie Recco, Ed Begley Jr., Michael McKean, Cheryl Lynn Bowers, Don McManus",105,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,13071.0,5117.0,13071.0,193.0,143.0,229.0,476.0,1299.0,2998.0,4123.0,2187.0,731.0,692.0,0.228,6.086,6.192,6.444,-0.4939,0.0,6.75,0,7000000,2062066,8485829,2499763
Avatar,2009,Enter the World of Pandora.,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi, Joel David Moore, CCH Pounder, Wes Studi, Laz Alonso, Dileep Rao, Matt Gerald, Sean Anthony Moran, Jason Whyte, Scott Lawrence",162,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,1101160.0,166093.0,1101160.0,26298.0,10024.0,13873.0,21788.0,43674.0,90925.0,186317.0,264473.0,205399.0,238389.0,9.433,7.533,6.371,6.304,0.0,-0.25,7.825,1,237000000,2781505847,240886902,-2147483648
Awake,2007,"Every year, one in 700 people wake up during surgery.",A wealthy young man undergoing heart transplant surgery discovers that the surgical team intend to murder him.,"Hayden Christensen, Jessica Alba, Terrence Howard, Lena Olin, Christopher McDonald, Sam Robards, Arliss Howard, Fisher Stevens, Georgina Chapman, David Harbour, Steven Hinkle, Denis O'Hare, Charlie Hewson, Court Young, Joseph Costa",84,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,71829.0,10607.0,71829.0,1215.0,882.0,1595.0,3267.0,7226.0,15737.0,20459.0,11244.0,4575.0,5629.0,1.143,6.5,6.35,6.047,0.0,-0.4939,6.625,0,86000000,14373825,90443498,15116500
Baby Boy,2001,Just a Baby Boy.,"In South Central L.A., a misguided 20-year-old African-American man, a ""baby boy"", faces the commitments of real life.","Tyrese Gibson, Taraji P. Henson, Omar Gooding, Tamara LaSeon Bass, Candy Ann Brown, A.J. Johnson, Ving Rhames, Snoop Dogg, Angell Conwell, Kareem J. Grimes, Tracey Cherelle Jones, Kaylan Bolton, Kylan Bolton, Freez Luv, Mo'Nique",130,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.4,12651.0,4709.0,12651.0,500.0,243.0,310.0,583.0,1327.0,2664.0,2886.0,1869.0,751.0,1518.0,0.09,6.45,6.344,6.175,0.0,0.128,6.625,1,16000000,29381649,19703809,36183151
Baby Geniuses,1999,Think innocent. Think helpless. Think again. Naps are history.,"Scientists hold super intelligent talking babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin.","Kathleen Turner, Christopher Lloyd, Kim Cattrall, Peter MacNicol, Dom DeLuise, Ruby Dee, Kyle Howard, Kaye Ballard, Leo Fitzgerald, Myles Fitzgerald, Gerry Fitzgerald, Connor Leggett, Griffin Leggett, Megan Robbins, Gabrielle Robbins",97,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,24780.0,8547.0,24780.0,9376.0,3444.0,2264.0,1746.0,1527.0,1069.0,709.0,467.0,246.0,3932.0,0.117,3.25,5.451,5.779,-0.1531,-0.1779,2.75,1,12000000,36450736,15708634,47715939
Baby Mama,2008,Would you put your eggs...in this basket?,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.","Amy Poehler, Tina Fey, Greg Kinnear, Dax Shepard, Romany Malco, Sigourney Weaver, Steve Martin, Maura Tierney, Stephen Mailer, Holland Taylor, James Rebhorn, Denis O'Hare, Kevin Collins, Will Forte, Fred Armisen",99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,41704.0,15856.0,41704.0,1170.0,707.0,1247.0,2840.0,6640.0,11524.0,9026.0,4249.0,1602.0,2699.0,0.517,6.0,6.271,6.266,0.0,0.7579,6.075,1,30000000,63833449,30383599,64649663
Baby's Day Out,1994,No bib. No crib. No problem.,"After three kidnappers lose the baby they have kidnapped, both the cops and kidnappers go looking for the baby.","Joe Mantegna, Lara Flynn Boyle, Joe Pantoliano, Brian Haley, Cynthia Nixon, Fred Thompson, John Neville, Matthew Glave, Adam Robert Worton, Jacob Joseph Worton, Brigid Duffy, Guy Hadley, Eddie Bracken, Kenneth L. Jordahl, Raymond Henders",99,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,44688.0,6039.0,44688.0,1404.0,1277.0,1902.0,3416.0,5991.0,8954.0,8414.0,5384.0,2428.0,5518.0,0.252,6.1,6.327,5.96,-0.8074,-0.4019,6.0,0,50000000,16671505,73555578,24525643
Bachelor Party,1984,A man's tradition every woman should know about.,A soon-to-be-married man's friends throw him the ultimate bachelor party.,"Tom Hanks, Tawny Kitaen, Adrian Zmed, George Grizzard, Barbara Stuart, Robert Prescott, William Tepper, Wendie Jo Sperber, Barry Diamond, Gary Grossman, Michael Dudikoff, Bradford Bancroft, Martina Finch, Deborah Harmon, Tracy Smith",105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,34916.0,10872.0,34916.0,528.0,582.0,1022.0,2139.0,4914.0,8936.0,7802.0,4429.0,1773.0,2791.0,0.633,5.7,6.538,5.45,0.0,0.7003,6.3,1,6000000,38435947,12594252,80678668
Bachelorette,2012,Old habits party hard.,Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,"Kirsten Dunst, Rebel Wilson, Lizzy Caplan, Paul Corning, Isla Fisher, Andrew Rannells, Anna Rose Hopkins, Sue Jean Kim, Horatio Sanz, Hayes MacArthur, Kyle Bornheimer, James Marsden, Ann Dowd, Adam Scott, Ella Rae Peck",87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.3,44743.0,7185.0,44743.0,2415.0,1996.0,3143.0,5632.0,9656.0,9717.0,6052.0,2917.0,1190.0,2025.0,0.605,5.9,6.0,6.237,0.3182,0.0258,5.3,1,3000000,11947954,2849232,11347500
Back to the Future,1985,He's the only kid ever to get into trouble before he was born.,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.","Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson, Claudia Wells, Marc McClure, Wendie Jo Sperber, George DiCenzo, Frances Lee McCain, James Tolkan, J.J. Cohen, Casey Siemaszko, Billy Zane, Harry Waters Jr.",116,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.5,1027330.0,172954.0,1027330.0,4287.0,1876.0,3043.0,5970.0,14634.0,41743.0,134634.0,282682.0,273597.0,264864.0,6.095,7.288,6.368,6.4,-0.4019,0.2023,8.625,1,19000000,381109762,38516154,772572771
Back to the Future Part II,1989,"Roads? Where we're going, we don't need roads!","After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.","Michael J. Fox, Christopher Lloyd, Lea Thompson, Thomas F. Wilson, Elisabeth Shue, James Tolkan, Jeffrey Weissman, Casey Siemaszko, Billy Zane, J.J. Cohen, Charles Fleischer, E'Casanova, Jay Koch, Charles Gherardi, Ricky Dean Logan",108,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.8,467662.0,76200.0,467662.0,1398.0,1171.0,2069.0,4523.0,12909.0,38914.0,108843.0,152474.0,74881.0,70480.0,2.567,7.288,6.858,6.4,0.0,-0.5859,7.85,1,40000000,332000000,70359397,583982999
Back to the Future Part III,1990,They've saved the best trip for last... But this time they may have gone too far.,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered.","Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Thomas F. Wilson, Lea Thompson, Elisabeth Shue, Matt Clark, Richard Dysart, Pat Buttram, Harry Carey Jr., Dub Taylor, James Tolkan, Marc McClure, Wendie Jo Sperber, Jeffrey Weissman",118,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.4,393950.0,63109.0,393950.0,1485.0,1368.0,2638.0,5977.0,17070.0,51324.0,119886.0,104992.0,43292.0,45918.0,2.441,7.288,6.858,6.655,0.7906,-0.765,7.3,1,40000000,244527583,66755941,408091726
Bad Boys II,2003,"If you can't stand the heat, get out of Miami.",Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.,"Martin Lawrence, Will Smith, Jordi Mollà, Gabrielle Union, Peter Stormare, Theresa Randle, Joe Pantoliano, Michael Shannon, Jon Seda, Yul Vazquez, Jason Manuel Olazabal, Otto Sanchez, Henry Rollins, Antoni Corone, Gary Nickens",147,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,227621.0,35710.0,227621.0,4359.0,3040.0,4834.0,9631.0,21755.0,49873.0,63905.0,36491.0,14633.0,19100.0,1.615,6.645,6.331,5.86,0.0,0.5994,6.7,1,130000000,273339556,154095843,324003765
Bad Company,1983,Two Mismatched Partners. One Messed Up Case!,"A God-fearing Ohio boy dodging the Civil War draft arrives in St. Joseph, MO where he joins up with a hardscrabble group of like runaways heading west","Jeff Bridges, Barry Brown, Jim Davis, David Huddleston, John Savage, Jerry Houser, Damon Douglas, Joshua Hill Lewis, Geoffrey Lewis, Raymond Guth, Ed Lauter, John Quade, Jean Allison, Ned Wertimer, Charles Tyner",93,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,6.2,3116.5,1071.5,3116.5,56.0,55.0,110.5,217.5,472.5,607.0,778.0,480.5,186.0,153.5,0.485,6.24,6.463,6.02,-0.4003,-0.4215,6.2,0,70000000,65977295,84858297,79981727
Bad Dreams,1988,When Cynthia wakes up. She'll wish she were dead...,"The lone survivor of a suicide cult wakes from a thirteen-year coma in a psychiatric ward, where other patients suddenly start dying under mysterious and gruesome circumstances.","Jennifer Rubin, Bruce Abbott, Richard Lynch, Dean Cameron, Harris Yulin, Susan Barnes, John Scott Clough, Elizabeth Daily, Damita Jo Freeman, Louis Giambalvo, Susan Ruttan, Sy Richardson, Melissa Francis, Sheila Scott Wilkinson, Ben Kronen",80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7,3306.0,1182.0,3306.0,110.0,104.0,204.0,369.0,670.0,778.0,511.0,273.0,95.0,192.0,0.266,6.2,5.433,5.8,0.4019,-0.6249,5.825,1,4000000,9797098,7375564,18064781
Bad Lieutenant,1992,Gambler. Thief. Junkie. Killer. Cop.,"While investigating a young nun's rape, a corrupt New York City police detective, with a serious drug and gambling addiction, tries to change his ways and find forgiveness and redemption.","Harvey Keitel, Brian McElroy, Frank Acciarito, Peggy Gormley, Stella Keitel, Dana Dee, Victor Argo, Paul Calderon, Leonard L. Thomas, Anthony Ruggiero, Vincent Laresca, Robin Burrows, Victoria Bastel, G. Elvis Phillips, Stephen Chen",96,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.1,37822.0,8460.0,37822.0,615.0,414.0,762.0,1295.0,2538.0,5493.0,10278.0,8381.0,4217.0,3829.0,0.852,6.3,6.967,7.1,-0.8271,-0.5994,7.075,1,1000000,2019469,1554024,3138303
Bad Teacher,2011,She doesn't give an F.,"A lazy, incompetent middle school teacher who hates her job, her students, and her co-workers is forced to return to teaching to make enough money for breast implants after her wealthy fiancé dumps her.","Cameron Diaz, Lucy Punch, Jason Segel, Justin Timberlake, Phyllis Smith, John Michael Higgins, Dave Allen, Jillian Armenante, Matthew J. Evans, Kaitlyn Dever, Kathryn Newton, Igal Ben Yair, Aja Bair, Andra Nechita, Noah Munck",92,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.6,189837.0,28700.0,189837.0,5412.0,5248.0,9443.0,19127.0,39276.0,51701.0,32946.0,13731.0,4766.0,8187.0,2.604,6.12,6.355,5.898,0.0,-0.8934,5.8,1,20000000,216197492,19387960,209581425
Baggage Claim,2013,She's done flying solo.,"Pledging to keep herself from being the oldest and the only woman in her entire family never to wed, Montana embarks on a thirty-day, thirty-thousand-mile expedition to charm a potential suitor into becoming her fiancé.","Paula Patton, Derek Luke, Taye Diggs, Boris Kodjoe, Trey Songz, Jill Scott, Adam Brody, Jenifer Lewis, Djimon Hounsou, Lauren London, Christina Milian, Tia Mowry-Hardrict, La La Anthony, Rickey Smiley, Thomas Miles",96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.1,8653.0,1897.0,8653.0,618.0,416.0,644.0,1048.0,1779.0,1625.0,1013.0,542.0,254.0,714.0,0.707,4.8,5.985,5.412,0.0,0.4019,5.15,1,8500000,22456509,7956283,21020041
Bandits,2001,"Two's Company, Three's A Crime.",Two bank robbers fall in love with the girl they've kidnapped.,"Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity, Brían F. O'Byrne, Stacey Travis, Bobby Slayton, January Jones, Azura Skye, Peggy Miley, William Converse-Roberts, Richard Riehle, Micole Mercurio, Scott Burkholder, Anthony Burch",123,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,64706.0,13533.0,64706.0,629.0,599.0,1125.0,2638.0,6835.0,15568.0,19872.0,10776.0,3718.0,2946.0,0.382,6.459,6.337,6.8,-0.5423,0.6369,6.7,0,75000000,67631903,92361608,83287884
Bandslam,2009,Band Together,"A new kid in town assembles a fledgling rock band -- together, they achieve their dreams and compete against the best in the biggest event of the year, a battle of the bands.","Aly Michalka, Vanessa Hudgens, Gaelan Connell, Scott Porter, Ryan Donowho, Charlie Saxton, Lisa Kudrow, Tim Jo, Elvy, Lisa Chung, J.W. Wright, Blair Bomar, Casey Williams, Maggie Maye, Jennifer Blair",111,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,13652.0,2551.0,13652.0,632.0,224.0,386.0,730.0,1551.0,2747.0,3174.0,1874.0,884.0,1450.0,0.79,6.067,6.25,5.783,0.0,0.6486,6.575,0,20000000,5210988,20328008,5296450
Barbershop,2002,Everyone's gettin' lined up.,A day in the life of a South Side Chicago barbershop.,"Ice Cube, Anthony Anderson, Cedric the Entertainer, Sean Patrick Thomas, Eve, Troy Garity, Michael Ealy, Leonard Earl Howze, Keith David, Jazsmin Lewis, Lahmard J. Tate, Tom Wright, Jason George, DeRay Davis, Sonya Eddy",102,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,29018.0,9592.0,29018.0,672.0,517.0,799.0,1482.0,3418.0,7302.0,7561.0,3993.0,1337.0,1937.0,0.881,6.283,5.642,6.3,0.0,0.0,6.55,1,12000000,75781642,14547136,91867158
Barefoot,2014,She's stepping out into the world.,"The ""black sheep"" son of a wealthy family meets a young psychiatric patient who's been raised in isolation her entire life. He then takes the naive young woman home for his brother's wedding.","Evan Rachel Wood, Scott Speedman, Treat Williams, Kate Burton, J.K. Simmons, J. Omar Castro, David Jensen, Jaqueline Fleming, Ashleigh Borman, Ricky Wayne, Thomas Francis Murphy, Julie Ann Doan, Tony Fennelly, Ian Nelson, Andrea Moore",90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.6,22669.0,2627.0,22669.0,284.0,254.0,484.0,986.0,2285.0,4737.0,6348.0,3551.0,1555.0,2185.0,0.728,6.2,6.193,6.3,0.0,-0.3182,6.725,0,6000000,15071,5526546,13881
Barfly,1987,Some people never go crazy. What truly horrible lives they must lead.,"Based on the life of successful poet Charles Bukowski and his exploits in Hollywood during the 60s, 70s, and 80s.","Mickey Rourke, Faye Dunaway, Alice Krige, Jack Nance, J.C. Quinn, Frank Stallone, Sandy Martin, Roberta Bassin, Gloria LeRoy, Joe Unger, Harry Cohn, Pruitt Taylor Vince, Joe Rice, Julie 'Sunny' Pearson, Donald L. Norden",100,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.2,18337.0,3531.0,18337.0,186.0,114.0,252.0,420.0,1025.0,2515.0,4947.0,4390.0,2071.0,2417.0,0.598,6.317,6.217,6.566,0.1119,0.34,7.25,1,3000000,3221568,5757241,6182448
Basquiat,1996,Unknown,The brief life of,"Jeffrey Wright, Michael Wincott, Benicio Del Toro, Claire Forlani, David Bowie, Dennis Hopper, Gary Oldman, Christopher Walken, Willem Dafoe, Jean-Claude La Marre, Parker Posey, Elina Löwensohn, Paul Bartel, Courtney Love, Tatum O'Neal",107,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,19234.0,5090.0,19234.0,222.0,182.0,309.0,483.0,1328.0,3495.0,5756.0,3918.0,1688.0,1853.0,0.549,6.9,6.747,6.66,0.0,0.0,7.0,1,2962051,3011195,4117892,4186213
Batman: Mask of the Phantasm,1993,The Dark Knight fights to save Gotham city from its deadliest enemy.,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,"Kevin Conroy, Dana Delany, Hart Bochner, Stacy Keach, Abe Vigoda, Dick Miller, John P. Ryan, Efrem Zimbalist Jr., Bob Hastings, Robert Costanzo, Mark Hamill, Jane Downs, Pat Musick, Vernee Watson, Ed Gilbert",76,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,42411.0,11643.0,42411.0,367.0,136.0,185.0,401.0,1217.0,3273.0,9038.0,12496.0,6941.0,8357.0,0.565,7.8,7.112,6.3,-0.4588,-0.6124,7.95,0,6000000,5617391,9056819,8479282
Battle for the Planet of the Apes,1973,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!,"Ten years after a worldwide series of ape revolutions and a brutal nuclear war among humans, Caesar must protect survivors of both species from an insidious human cult and a militant ape faction alike.","Roddy McDowall, Claude Akins, Natalie Trundy, Severn Darden, Lew Ayres, Paul Williams, Austin Stoker, Noah Keen, Richard Eastham, France Nuyen, Paul Stevens, Heather Lowe, Bobby Porter, Michael Stearns, Cal Wilson",93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.5,28309.0,6541.0,28309.0,645.0,768.0,1542.0,3322.0,7156.0,7495.0,4049.0,1720.0,522.0,1090.0,0.877,6.13,6.199,5.967,-0.4389,-0.7506,5.7,1,1700000,8844595,8348971,43437217
Battle of the Year,2013,The World is watching,"Battle of the Year attracts all the best teams from around the world, but the Americans haven't won in fifteen years. Dante enlists Blake to assemble a team of the best dancers and bring the Trophy back to America where it started.","Josh Holloway, Laz Alonso, Josh Peck, Caity Lotz, Chris Brown, Ivan 'Flipz' Velez, Jon 'Do Knock' Cruz, Anis Cheurfa, Jesse 'Casper' Brown, David Shreibman, Sawandi Wilson, Richard Maguire, Steve Terada, Luis Rosado, Joshua Lee Ayers",110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8983.0,989.0,8983.0,923.0,454.0,569.0,1011.0,1463.0,1393.0,992.0,597.0,290.0,1291.0,0.506,5.0,5.193,4.875,0.0,0.6655,5.275,0,20000000,16549477,18720667,15490862
Be Cool,2005,Everyone is looking for the next big hit,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive on the way.","John Travolta, Uma Thurman, Vince Vaughn, Cedric the Entertainer, André Benjamin, Steven Tyler, Robert Pastorelli, Christina Milian, Paul Adelstein, Debi Mazar, Gregory Alan Williams, Harvey Keitel, Dwayne Johnson, Danny DeVito, James Woods",118,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,66612.0,15303.0,66612.0,2631.0,2092.0,3526.0,6493.0,12529.0,16421.0,12255.0,5676.0,1951.0,3038.0,1.497,7.025,6.189,6.076,0.0,0.4588,5.725,1,53000000,95226116,59177854,106325985
Beastly,2011,Love is never ugly.,"A modern-day take on the ""Beauty and the Beast"" tale where a New York teen is transformed into a hideous monster in order to find true love.","Alex Pettyfer, Justin Bradley, Mary-Kate Olsen, Dakota Johnson, Erik Knudsen, Vanessa Hudgens, Karl Graboshas, Peter Krause, LisaGay Hamilton, Jonathan Dubsky, David Francis, Neil Patrick Harris, Rhiannon Moller-Trotter, Steve Godin, Gio Perez",86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.6,74806.0,11587.0,74806.0,3747.0,2847.0,4303.0,7197.0,12388.0,14452.0,11305.0,7131.0,3444.0,7992.0,1.029,6.2,5.837,5.758,0.7847,0.8957,5.775,1,17000000,43165571,16479766,41844620
Beasts of the Southern Wild,2012,I  gotta take care of mine.,"Faced with both her hot-tempered father's fading health and melting ice-caps that flood her ramshackle bayou community and unleash ancient aurochs, six-year-old Hushpuppy must learn the ways of courage and love.","Quvenzhané Wallis, Dwight Henry, Levy Easterly, Lowell Landes, Pamela Harper, Gina Montana, Amber Henry, Jonshel Alexander, Nicholas Clark, Joseph Brown, Henry D. Coleman, Kaliana Brower, Philip Lawrence, Hannah Holby, Jimmy Lee Moore",93,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,79817.0,15717.0,79817.0,1201.0,828.0,1264.0,2199.0,4534.0,10252.0,19421.0,20279.0,11428.0,8411.0,0.43,7.3,7.3,5.8,0.4939,0.8126,7.5,1,1800000,21107746,1709539,20046961
