movie_title,year,tagline,plot,cast,duration,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,total_votes,us_voters_votes,votes,votes_1,votes_2,votes_3,votes_4,votes_5,votes_6,votes_7,votes_8,votes_9,votes_10,popularity,director_score,actor_score,actress_score,tagline_sentiment,plot_sentiment,imdb_score,profitable,budget,revenue,budget_adj,revenue_adj
Deep Impact,1998,Heaven and Earth are about to collide.,"A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.","Robert Duvall, Téa Leoni, Elijah Wood, Vanessa Redgrave, Morgan Freeman, Maximilian Schell, James Cromwell, Ron Eldard, Jon Favreau, Laura Innes, Mary McCormack, Richard Schiff, Leelee Sobieski, Blair Underwood, Dougray Scott",120,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,160722.0,32673.0,160722.0,2545.0,2676.0,4837.0,10519.0,24130.0,45281.0,38932.0,18725.0,6355.0,6722.0,1.283006,6.433333333333334,6.652783882783883,6.4125,0.4588,-0.886,6.2,1,75000000,140464664,100327160,187898944
Defiance,1996,Freedom begins with an act of defiance!,"Jewish brothers in Nazi-occupied Eastern Europe escape into the Belarussian forests, where they join Russian resistance fighters, and endeavor to build a village, in order to protect themselves and about one thousand Jewish non-combatants.","Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos, Allan Corduner, Mark Feuerstein, Tomas Arana, Jodhi May, Kate Fahy, Iddo Goldberg, Iben Hjejle, Martin Hancock, Ravil Isyanov, Jacek Koman, George MacKay",137,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,45678.333333333336,8619.666666666666,45678.333333333336,575.0,221.0,351.6666666666667,759.3333333333334,2072.6666666666665,6352.0,15275.0,12447.666666666666,4361.666666666667,3262.3333333333335,0.785951,5.554166666666667,5.300282051282051,6.6,0.6696,0.6486,5.633333333333335,1,32000000,51155219,32409172,51809322
Deliverance,1972,What did happen on the Cahulawassee River?,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.","Jon Voight, Burt Reynolds, Ned Beatty, Ronny Cox, Ed Ramey, Billy Redden, Seamon Glass, Randall Deal, Bill McKinney, Herbert 'Cowboy' Coward, Lewis Crone, Ken Keener, Johnny Popwell, John Fowler, Kathy Rickman",109,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96769.0,26494.0,96769.0,802.0,414.0,581.0,1286.0,2959.0,8290.0,23237.0,33436.0,15421.0,10343.0,0.949381,6.42,6.513193277310924,6.513193277310924,0.0,0.1695,7.7,1,2000000,46122355,10429121,240507830
Demolition Man,1993,The 21st Century's most dangerous cop. The 21st Century's most ruthless criminal.,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,"Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne, Benjamin Bratt, Bob Gunton, Glenn Shadix, Denis Leary, Grand L. Bush, Pat Skipper, Steve Kahan, Paul Bollen, Mark Colson, Andre Gregory, John Enos III",115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,155477.0,27952.0,155477.0,1413.0,1540.0,3060.0,6502.0,15544.0,34763.0,46699.0,26462.0,9212.0,10282.0,1.960217,6.050000000000001,6.411111111111111,6.2821428571428575,-0.7947,-0.8271,6.7,1,57000000,159055768,86039787,240089904
Demonic,2015,Every House Has It's Secrets,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,"Maria Bello, Frank Grillo, Cody Horn, Dustin Milligan, Scott Mechlowicz, Megan Park, Aaron Yoo, Alex Goode, Terence Rosemore, Jesse Steccato, Meyer DeLeeuw, Griff Furst, Thomas Francis Murphy, Ashton Leigh, Katarina Boudreaux",83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13226.0,1842.0,13226.0,450.0,464.0,867.0,1742.0,3197.0,3057.0,1826.0,807.0,290.0,526.0,0.414913,5.85,5.2,5.926923076923076,0.0,-0.6705,5.3,1,3000000,3387000,2759998,3116038
Dennis the Menace,1993,He's armed... He's adorable... And he's out of school for the entire summer.,"When his parents have to go out of town, Dennis stays with Mr. and Mrs. Wilson. The little menace is driving Mr. Wilson crazy, but Dennis is just trying to be helpful. Even to the thief who's arrived in town.","Walter Matthau, Mason Gamble, Joan Plowright, Christopher Lloyd, Lea Thompson, Robert Stanton, Amy Sakasitz, Kellen Hathaway, Paul Winfield, Natasha Lyonne, Devin Ratray, Hank Johnston, Melinda Mullins, Billie Bird, Bill Erwin",94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55381.0,12238.0,55381.0,1315.0,1695.0,3245.0,6327.0,12056.0,12782.0,8283.0,4214.0,1719.0,3745.0,0.787414,6.3,6.29780701754386,6.0,0.0,-0.5504,5.6,1,35000000,117270765,52831448,177016697
Desperately Seeking Susan,1985,Roberta is desperate to be Susan. Susan is wanted by the mob. The mob finds Roberta instead...,"A bored suburban housewife, seeking escape from her life, suffers amnesia after an accident, wakes up, and is mistaken for a free-spirited New York City drifter named Susan.","Rosanna Arquette, Madonna, Aidan Quinn, Mark Blum, Robert Joy, Laurie Metcalf, Anna Thomson, Will Patton, Peter Maloney, Steven Wright, John Turturro, Anne Carlisle, José Angel Santana, Giancarlo Esposito, Richard Hell",104,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20579.0,6023.0,20579.0,558.0,474.0,872.0,1708.0,3507.0,4982.0,3921.0,2228.0,800.0,1529.0,0.280847,5.599999999999999,6.15,5.950000000000001,-0.3182,-0.8442,6.0,1,5000000,27400000,10135830,55544349
Deuce Bigalow: European Gigolo,2005,For the women of Europe... The price of love just got a lot cheaper.,"Deuce is tricked again into man-whoring by T.J., only in Amsterdam while other man-whores are being murdered in his midst.","Rob Schneider, Eddie Griffin, Jeroen Krabbé, Til Schweiger, Douglas Sills, Carlos Ponce, Charles Keating, Hanna Verboom, Alex Dimitriades, Kostas Sommer, Federico Dordei, Oded Fehr, Tony Fish, Elisabetta Canalis, Hilton Myburgh",83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47896.0,9603.0,47896.0,4571.0,3475.0,4948.0,7571.0,9424.0,7517.0,4562.0,2230.0,892.0,2706.0,0.839023,4.7,5.1875,5.1875,0.6369,-0.7184,4.7,1,22000000,22400154,24564392,25011189
Deuce Bigalow: Male Gigolo,1999,He charges $10 but heâ€™s willing to negotiate.,"An average aquarium cleaner house-sits for a gigolo, only to be forced to become one himself.","Rob Schneider, William Forsythe, Eddie Griffin, Arija Bareikis, Oded Fehr, Gail O'Grady, Richard Riehle, Jacqueline Obradors, Big Boy, Amy Poehler, Dina Platias, Torsten Voges, Deborah Lemen, Bree Turner, Andrew Shaifer",88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69672.0,16983.0,69672.0,2481.0,2360.0,3689.0,6280.0,12124.0,17461.0,13214.0,6214.0,2260.0,3589.0,0.328409,5.58,5.332407407407406,5.7,-0.1406,-0.3182,5.7,1,17000000,65535067,22253898,85788866
Devil,2010,Bad Things Happen For A Reason,A group of people are trapped in an elevator and the Devil is mysteriously amongst them.,"Chris Messina, Logan Marshall-Green, Jenny O'Hara, Bojana Novakovic, Bokeem Woodbine, Geoffrey Arend, Jacob Vargas, Matt Craven, Joshua Peace, Caroline Dhavernas, Joe Cobden, Zoie Palmer, Vincent Laresca, Rudy Webb, Craig Eldridge",80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,127717.0,24919.0,127717.0,2480.0,2212.0,3851.0,7809.0,16908.0,32385.0,34135.0,16460.0,5415.0,6062.0,0.368927,6.166666666666667,6.124444444444445,6.300000000000001,-0.5423,-0.8316,6.2,1,10000000,33583175,10000000,33583175
Devil in a Blue Dress,1995,Private detective Easy Rawlins has been caught on the wrong side of the most dangerous secret in town.,"An African-American man is hired to find a woman, and gets mixed up in a murderous political scandal.","Denzel Washington, Tom Sizemore, Jennifer Beals, Don Cheadle, Maury Chaykin, Terry Kinney, Mel Winkler, Albert Hall, Lisa Nicole Carson, Jernard Burks, David Fonteno, John Roselius, Beau Starr, Steven Randazzo, Scott Lincoln",102,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17110.0,5191.0,17110.0,186.0,132.0,201.0,552.0,1536.0,3947.0,5418.0,3066.0,1067.0,1005.0,0.298783,6.125,6.60076923076923,6.3,-0.5563,-0.7964,6.7,0,27000000,16140822,38636105,23096981
Devil's Due,2014,The Devil Always Gets His Due,"After a mysterious, lost night on their honeymoon, a newlywed couple finds themselves dealing with an earlier-than-planned pregnancy.","Allison Miller, Zach Gilford, Sam Anderson, Roger Payano, Vanessa Ray, Bill Martin Williams, Geraldine Singer, Julia Denton, Colin Walker, Madison Wolfe, Joshua Shane Brooks, Aimee Carrero, Robert Belushi, DeMaris Gordon, Donna Duplantier",89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15913.0,3019.0,15913.0,2323.0,1642.0,2221.0,2843.0,2765.0,1766.0,1003.0,458.0,206.0,686.0,0.283225,5.266666666666667,4.422222222222222,4.1,-0.6597,-0.3182,4.1000000000000005,1,7000000,36433975,6447637,33559008
Diary of a Wimpy Kid: Rodrick Rules,2011,Welcome to the next grade,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.","Zachary Gordon, Devon Bostick, Rachael Harris, Robert Capron, Steve Zahn, Connor Fielding, Owen Fielding, Peyton List, Karan Brar, Laine MacNeil, Grayson Russell, Terence Kelly, Fran Kranz, Bryce Hodgson, Andrew McNee",100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25466.0,4576.0,25466.0,597.0,368.0,512.0,962.0,2465.0,5660.0,6665.0,3394.0,1428.0,3415.0,0.917718,6.5,6.45,6.5,0.4588,0.0,6.5,1,21000000,72417394,20357358,70201279
Die Hard,1988,40 Stories. Twelve Terrorists. One Cop.,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,"Bruce Willis, Bonnie Bedelia, Reginald VelJohnson, Paul Gleason, De'voreaux White, William Atherton, Hart Bochner, James Shigeta, Alan Rickman, Alexander Godunov, Bruno Doyon, Andreas Wisniewski, Clarence Gilyard Jr., Joey Plewa, Lorenzo Caccialanza",132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,767893.0,137048.0,767893.0,4087.0,1853.0,2817.0,5436.0,13407.0,39289.0,130804.0,250464.0,182078.0,137658.0,3.777441,7.0,6.857936507936507,7.05,-0.6249,0.2023,8.2,1,28000000,140767956,51628948,259560770
Die Hard 2,1990,Die Harder,"John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.","Bruce Willis, Bonnie Bedelia, William Atherton, Reginald VelJohnson, Franco Nero, William Sadler, John Amos, Dennis Franz, Art Evans, Fred Thompson, Tom Bower, Sheila McCarthy, Don Harvey, Tony Ganios, Peter Nelson",124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,329774.0,55131.0,329774.0,1684.0,1456.0,2393.0,5865.0,16830.0,52626.0,121039.0,79381.0,26578.0,21922.0,2.535646,6.112500000000001,6.5746031746031734,7.05,-0.5994,-0.7003,7.2,1,70000000,240031094,116822897,400587542
Die Hard: With a Vengeance,1995,Think fast. Look alive. Die hard.,"John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.","Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene, Colleen Camp, Larry Bryggman, Anthony Peck, Nick Wyman, Sam Phillips, Kevin Chamberlin, Sharon Washington, Stephen Pearlman, Michael Alexander Jackson, Aldis Hodge, Mischa Hausserman",128,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,357243.0,60925.0,357243.0,1530.0,990.0,1819.0,3924.0,11313.0,35853.0,101713.0,119185.0,47106.0,33810.0,2.230236,7.0,6.837640977443609,6.837640977443609,-0.4019,-0.8519,7.6,1,90000000,366101666,128787018,523879354
Diggstown,1992,Where the pros meet the cons.,Gabriel Caine has just been released from prison when he sets up a bet with a business man. The business man owns most of a boxing-mad town called Diggstown. The bet is that Gabe can find a...,"James Woods, Louis Gossett Jr., Bruce Dern, Oliver Platt, Heather Graham, Randall 'Tex' Cobb, Thomas Wilson Brown, Duane Davis, David Fresco, Willie Green, Orestes Matacena, Kim Robillard, John Short, Michael McGrady, Roger Hewlett",98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6783.0,2942.0,6783.0,53.0,62.0,68.0,187.0,475.0,1135.0,1865.0,1512.0,688.0,738.0,0.089502,6.184615384615385,6.193377976190477,6.193377976190477,0.0,-0.5106,7.0,0,17000000,4836637,26418412,7516251
Dinner for Schmucks,2010,Takes One To Know One.,"When he finds out that his work superiors host a dinner celebrating the idiocy of their guests, a rising executive questions it when he's invited, just as he befriends a man who would be the perfect guest.","Steve Carell, Paul Rudd, Zach Galifianakis, Jemaine Clement, Stephanie Szostak, Lucy Punch, Bruce Greenwood, David Walliams, Ron Livingston, Larry Wilmore, Kristen Schaal, P.J. Byrne, Andrea Savage, Nick Kroll, Randall Park",114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98349.0,23908.0,98349.0,3173.0,2670.0,4247.0,7964.0,16227.0,25245.0,20578.0,9856.0,3687.0,4702.0,0.73988,6.575,6.362967563837128,5.9,0.0,0.8555,5.9,1,69000000,86387857,69000000,86387857
Dinosaur,2000,You have never seen anything like this.,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,"Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, D.B. Sweeney, Samuel E. Wright, Peter Siragusa, Julianna Margulies, Joan Plowright, Della Reese, Matt Adler, Sandina Bailo-Lape, Edie Lehmann Boddicker, Zachary Bostrom, Cathy Cavadini",82,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51947.0,10078.0,51947.0,650.0,609.0,1171.0,2602.0,6279.0,12887.0,13809.0,7187.0,2592.0,4161.0,1.60246,6.4,6.341666666666667,6.614285714285714,-0.2755,-0.5574,6.5,1,127500000,354248063,161452244,448581528
Dirty Dancing,1987,Have the time of your life.,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.","Jennifer Grey, Patrick Swayze, Jerry Orbach, Cynthia Rhodes, Jack Weston, Jane Brucker, Kelly Bishop, Lonny Price, Max Cantor, Charles 'Honi' Coles, Neal Jones, 'Cousin Brucie' Morrow, Wayne Knight, Paula Trueman, Alvin Myerovich",100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,197346.0,36941.0,197346.0,2927.0,2096.0,3466.0,6499.0,14752.0,32181.0,48002.0,35930.0,19119.0,32374.0,1.945847,6.633333333333333,6.3,6.433333333333334,0.0,0.6369,7.0,1,6000000,213954274,11514482,410595461
Dirty Dancing: Havana Nights,2004,Break the rules. Find your freedom. Live your life.,"High school senior Katey moves to Havana in November 1958, when her dad gets a promotion at Ford. She meets a local waiter, who introduces her to sensual Cuban music/dance. They enter a big dance contest for the prize when he gets fired.","Diego Luna, Romola Garai, Sela Ward, John Slattery, Jonathan Jackson, January Jones, Mika Boorem, René Lavan, Mya, Polly Cole, Chris Engen, Tommy Kavelin, Wilmer Cordero, Charlie Rodriguez, Donato Poveda",86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26408.0,4387.0,26408.0,908.0,735.0,1054.0,1933.0,3558.0,5095.0,4494.0,3157.0,1670.0,3804.0,0.640232,5.15,6.92,6.2333333333333325,0.6369,-0.0772,6.0,1,25000000,27685016,28861135,31960839
Dirty Girl,2010,Let them talk.,"It's 1987 and Danielle, the high school 'Dirty Girl', is running away. With her is chubby, gay Clarke, a bag of flour called Joan and a Walkman full of glorious '80s tunes.","Jeremy Dozier, Juno Temple, Zach Lasry, Jonathan Slavin, Marcella Lentz-Pope, William Horwich, Gary Grubbs, Deborah Theaker, Natalie Amenula, David Petruzzi, Milla Jovovich, Vivian Smallwood, Jack Kehler, Mary Steenburgen, Dwight Yoakam",90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10239.0,2633.0,10239.0,292.0,130.0,243.0,513.0,1107.0,2181.0,2454.0,1501.0,728.0,1090.0,0.315527,6.4,6.4,5.71875,0.0,0.3182,6.4,0,4000000,55125,4000000,55125
Dirty Harry,1971,Detective Harry Callahan. He doesn't break murder cases. He smashes them.,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough as nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.","Clint Eastwood, Harry Guardino, Reni Santoni, John Vernon, Andrew Robinson, John Larch, John Mitchum, Mae Mercer, Lyn Edgington, Ruth Kobart, Woodrow Parfrey, Josef Sommer, William Paterson, James Nolan, Maurice Argent",102,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,140624.0,31930.0,140624.0,1079.0,306.0,521.0,1161.0,3449.0,11189.0,34854.0,50322.0,21213.0,16530.0,0.885391,7.2272727272727275,7.063888888888889,7.063888888888889,0.5773,-0.743,7.7,1,4000000,35976000,21540779,193737772
Disaster Movie,2008,Your favorite movies are going to be destroyed.,"Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events.","Matt Lanter, Vanessa Lachey, Gary 'G. Thang' Johnson, Nicole Parker, Crista Flanagan, Kim Kardashian West, Ike Barinholtz, Carmen Electra, Tony Cox, Tad Hilgenbrink, Nick Steele, John Di Domenico, Jason Boegh, Valerie Wildman, Abe Spigner",87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86219.0,18243.0,86219.0,52692.0,10033.0,5603.0,3540.0,2951.0,1922.0,1214.0,829.0,945.0,6490.0,0.812489,3.114285714285714,3.733333333333334,2.6999999999999997,-0.0516,-0.6486,1.9000000000000001,0,25000000,14109284,25319665,14289694
Disclosure,1994,Sex Is Power.,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.","Michael Douglas, Demi Moore, Donald Sutherland, Caroline Goodall, Roma Maffia, Dylan Baker, Rosemary Forsyth, Dennis Miller, Suzie Plakson, Nicholas Sadler, Jacqueline Kim, Joe Urla, Michael Chieffo, Joseph Attanasio, Faryn Einhorn",128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45550.0,8872.0,45550.0,687.0,657.0,1369.0,2952.0,7534.0,13986.0,10831.0,4689.0,1356.0,1489.0,0.86712,6.458823529411764,6.593589743589744,6.828260869565218,0.0,-0.3182,6.1,1,55000000,214015089,80911135,314840071
Disconnect,2011,Look up.,A drama centered on a group of people searching for human connections in today's wired world.,"Jason Bateman, Hope Davis, Frank Grillo, Michael Nyqvist, Paula Patton, Andrea Riseborough, Alexander Skarsgård, Max Thieriot, Colin Ford, Jonah Bobo, Haley Ramm, Norbert Leo Butz, Kasi Lemmons, John Sharian, Aviad Bernstein",115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,36266.5,3828.0,36266.5,250.5,124.0,179.0,400.0,1090.0,3556.0,10193.0,12193.0,5012.0,3269.0,0.903283,5.9,5.864285714285715,5.5275,0.0,0.0,5.8999999999999995,0,10000000,3428048,9497442,3255768
Disturbia,2007,"The quieter the street, the darker the secrets....",A teen living under house arrest becomes convinced his neighbor is a serial killer.,"Shia LaBeouf, Sarah Roemer, Carrie-Anne Moss, David Morse, Aaron Yoo, Jose Pablo Cantillo, Matt Craven, Viola Davis, Brandon Caruso, Luciano Rauso, Daniel Caruso, Kevin Quinn, Elyse Mirto, Suzanne Rico, Kent Shocknek",105,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,217146.0,46913.0,217146.0,2355.0,1527.0,2741.0,5870.0,15334.0,41575.0,72871.0,42070.0,15151.0,17652.0,1.180341,6.55,6.575694444444444,6.21875,0.0,-0.6124,6.8,1,20000000,117760134,21033371,123844633
Divergent,2014,What makes you different makes you dangerous.,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","Shailene Woodley, Theo James, Ashley Judd, Jai Courtney, Ray Stevenson, Zoë Kravitz, Miles Teller, Tony Goldwyn, Ansel Elgort, Maggie Q, Mekhi Phifer, Kate Winslet, Ben Lloyd-Hughes, Christian Madsen, Amy Newbold",139,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,418338.0,46296.0,418338.0,8361.0,5302.0,8558.0,16978.0,36218.0,76539.0,110741.0,73918.0,33578.0,48145.0,6.14502,7.0,6.300000000000001,7.15,-0.4767,-0.7359,6.7,1,85000000,288747895,78292739,265963102
Doctor Dolittle,1982,He doesn't just talk to the animals!,"After the animal communicating veterinarian goes too far for his clientele, he and his friends escape their hometown to the sea in search of the Great Pink Sea Snail.","Rex Harrison, Samantha Eggar, Anthony Newley, Richard Attenborough, Peter Bull, Muriel Landers, William Dix, Geoffrey Holder, Portia Nelson, Norma Varden",152,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49282.5,10714.0,49282.5,1084.5,1437.5,2846.5,5920.5,12663.0,12994.0,6894.0,2727.0,950.0,1765.5,0.962802,6.5375,6.364828399828401,6.2,0.0,0.836,5.8000000000000025,1,71000000,294456605,106319062,226362069
Dog Day Afternoon,1975,The Most Bizarre Bank Siege Ever.,"A man robs a bank to pay for his lover's operation, which turns into a hostage situation and a media circus.","Penelope Allen, Sully Boyar, John Cazale, Beulah Garrick, Carol Kane, Sandra Kazan, Marcia Jean Kurtz, Amy Levitt, John Marriott, Estelle Omens, Al Pacino, Gary Springer, James Broderick, Charles Durning, Carmine Foresta",125,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230684.0,46834.0,230684.0,1712.0,556.0,820.0,1647.0,4444.0,12905.0,44469.0,83082.0,50098.0,30951.0,0.277357,6.935714285714285,7.659555555555556,8.0,-0.3804,-0.5267,8.0,1,1800000,46665856,7293278,189081703
Domestic Disturbance,2001,He will do anything to protect his family.,"When Danny witnesses his stepfather Rick murder a man, Danny's father Frank has to protect his son from the greatest danger.","John Travolta, Matt O'Leary, Ruben Santiago-Hudson, Vince Vaughn, Susan Floyd, Teri Polo, Angelica Page, James Lashly, Rebecca Tilney, Debra Mooney, Leland L. Jones, William Parry, Steve Buscemi, Suzanne Nystrom, George Christy",89,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24178.0,6591.0,24178.0,646.0,560.0,1213.0,2535.0,5799.0,6935.0,3895.0,1398.0,442.0,755.0,0.323191,6.366666666666667,5.778333333333334,5.778333333333334,0.3818,-0.3182,5.6,0,75000000,54249294,92361608,66807360
Dominion: Prequel to the Exorcist,2005,"Go back before the beginning, to the place where evil was born.","Years before Father Lankester Merrin helped save Regan MacNeil's soul, he first encounters the demon Pazuzu in East Africa. Merrin's initial battle with Pazuzu leads to the rediscovery of his faith.","Stellan Skarsgård, Gabriel Mann, Clara Bellar, Billy Crawford, Ralph Brown, Israel Oyelumade, Andrew French, Antonie Kamerling, Julian Wadham, Eddie Osei, Ilario Bisi-Pedro, Niall Refoy, Lorenzo Camporese, Burt Caesar, Marcello Santoni",117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10303.0,2923.0,10303.0,487.0,444.0,719.0,1358.0,2255.0,2297.0,1398.0,612.0,211.0,522.0,0.453059,6.085714285714286,5.777777777777778,5.2,-0.6597,0.5267,5.2,0,30000000,251495,33496898,280810
Don Juan DeMarco,1994,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,"A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world.","Marlon Brando, Johnny Depp, Faye Dunaway, Géraldine Pailhas, Bob Dishy, Rachel Ticotin, Talisa Soto, Marita Geraghty, Richard C. Sarafian, Tresa Hughes, Stephen Singer, Franc Luz, Carmen Argenziano, Jo Champa, Esther Scott",97,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47408.0,8278.0,47408.0,508.0,411.0,764.0,1750.0,4412.0,9535.0,13145.0,8262.0,3862.0,4759.0,0.282609,6.7,6.947368421052631,6.790625,0.8516,0.8402,6.7,0,25000000,22200000,36777789,32658676
